0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
0.006519,0.000462,0.000291,0.000209,0.000176,0.000159,0.000146,0.000133,0.000118,0.000102,0.000091,0.000096,0.000128,0.000195,0.000288,0.000289,0.000492,0.006070,0.007350,0.000869,0.001011,0.001145,0.001246,0.001301,0.001321,0.001330,0.001345,0.001363,0.001391,0.001427,0.001467,0.001505,0.001541,0.001573,0.001606,0.001648,0.001704,0.001774,0.001861,0.001967,0.002092,0.002240,0.002418,0.002629,0.002873,0.003146,0.003447,0.003787,0.004167,0.004586,0.005038,0.005520,0.006036,0.006587,0.007170,0.007801,0.008466,0.009133,0.009792,0.010462,0.011197,0.012009,0.012867,0.013772,0.014749,0.015852,0.017097,0.018463,0.019959,0.021616,0.023528,0.025693,0.028041,0.304560,0.033347,0.036572,0.040276,0.044348,0.048797,0.053739,0.059403,0.065873,0.073082,0.081070,0.089947,0.099842,0.110863,0.123088,0.136563,0.151299,0.167291,0.184520,0.202954,0.222555,0.243272,0.263821,0.283833,0.302916,0.320672,0.336706,0.353541,0.371218,0.389779,0.409268,0.429732,0.451218,0.473779,0.497468,0.522341,0.548458,0.575881,0.604675,0.634909,0.666655,0.699987,0.734987,0.771736,0.810323,0.850839,0.893381
0.005377,0.000379,0.000221,0.000162,0.000133,0.000119,0.000109,0.000101,0.000096,0.000093,0.000094,0.000100,0.000112,0.000134,0.000162,0.000194,0.000226,0.000261,0.000297,0.000334,0.000373,0.000412,0.000446,0.000472,0.000493,0.000513,0.000537,0.000563,0.000593,0.000627,0.000664,0.000705,0.000748,0.000794,0.000845,0.000903,0.000968,0.001038,0.001113,0.001196,0.001287,0.001393,0.001517,0.001662,0.001827,0.002005,0.002198,0.002412,0.002648,0.002904,0.003182,0.003473,0.003767,0.004058,0.004352,0.004681,0.005040,0.005400,0.005756,0.006128,0.006545,0.007034,0.007607,0.008281,0.009057,0.009953,0.010950,0.012010,0.013124,0.014330,0.015728,0.017338,0.019108,0.021041,0.023191,0.025713,0.028609,0.031760,0.035157,0.038920,0.043289,0.048356,0.054041,0.060384,0.067498,0.075516,0.084556,0.094703,0.106014,0.118513,0.132206,0.147092,0.163154,0.180371,0.198714,0.217264,0.235735,0.253810,0.271155,0.287424,0.304670,0.322950,0.342327,0.362867,0.384639,0.407717,0.432180,0.458111,0.485597,0.514733,0.545617,0.578354,0.613055,0.649839,0.688829,0.730159,0.771736,0.810323,0.850839,0.893381
